name,url,calendar_url,email,contact,type_group,categories,description,notes,source,activity_level,audience_size,ownership,image,location,address,neighborhood,district,region,city,state,area_code,latitude,longitude,location_geo
KOMO Communities - Lake City,http://lakecity.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Lake City,North,NE,Seattle,WA
KOMO Communities - North Seattle,http://northseattle.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,North Seattle,North,N,Seattle,WA
Lake City Live,http://www.lakecitylive.net/,,,,blog,"news, criminal activity, food, drink, reviews",,,,,,commercial,,,,Lake City,North,NE,Seattle,WA
Maple Leaf Life,http://twitter.com/mapleleaflife,,,,twitter,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N ,Seattle,WA
Maple Leaf Life,http://www.facebook.com/pages/Seattle-WA/Maple-Leaf-Life/298056021657,,,,facebook page,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N,Seattle,WA
Maple Leaf Life,http://www.mapleleaflife.com/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N,Seattle,WA
Northgate Chamber of Commerce,http://www.northgatechamber.com/,,,,website,chamber of commerce,,,,,,community,,,,Northgate,North,NE,Seattle,WA
Pinehurst Seattle,http://pinehurstseattle.org,,,,blog,"news, events, issues",,,,,,community,,,,Pinehurst,North,NE,Seattle,WA
Pinehurst Seattle,http://twitter.com/pinehurstsea,,,,twitter,"news, events, issues",,,,,,community,,,,Pinehurst,North,NE,Seattle,WA
Pinehurst Seattle,http://www.facebook.com/#!/group.php?gid=53590206898&v=wall&ref=search,,,,facebook page,"news, events, issues",,,,,,community,,,,Pinehurst,North,NE,Seattle,WA
The Maple Leafer,http://twitter.com/themapleleafer,,,,twitter,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N,Seattle,WA
The Maple Leafer,http://www.facebook.com/pages/The-Maple-Leafer/110782042284727,,,,facebook page,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N,Seattle,WA
The Maple Leafer,http://www.themapleleafer.com/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Maple Leaf,North,N,Seattle,WA
Aurora Seattle,http://www.auroraseattle.com/,,,,blog,"news, traffic, planning",,,,,,community,,,,Regional Sites,Northeast,NE,Seattle,WA
Hawthorne Hills Community Website,http://www.seattle.gov/hawthornehills/index.htm,,,,website,community council,,,,,,community,,,,Hawthorne Hills,Northeast,NE,Seattle,WA
KOMO Communities - U-District,http://udistrict.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,University District,Northeast,NE,Seattle,WA
KOMO Communities - View Ridge,http://viewridge.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,View Ridge,Northeast,NE,Seattle,WA
Laurelhurst Community Club,http://www.laurelhurstcc.com/,,,,website,community club,,,,,,community,,,,Laurelhurst,Northeast,NE,Seattle,WA
Magnuson Community Garden,http://cityofseattle.net/MAGNUSONGARDEN,,,,website,garden,,,,,,,,,,Laurelhurst,Northeast,NE,Seattle,WA
Magnuson Environmental Stewardship Alliance,http://mesaseattle.org/,,,,website,park issues,,,,,,community,,,,Laurelhurst,Northeast,NE,Seattle,WA
Maple Leaf Community Council,http://www.mapleleafcommunity.org/,,,,website,"community council, email list available",,,,,,community,,,,Maple Leaf,Northeast,NE,Seattle,WA
Ravenna Blog,http://twitter.com/ravennablog,,,,twitter,"news, events, human interest, criminal activity, food, shopping",,,,,,community,,,,Ravenna,Northeast,NE,Seattle,WA
Ravenna Blog,http://www.facebook.com/pages/Ravenna-Blog/116280421718247,,,,facebook page,"news, events, human interest, criminal activity, food, shopping",,,,,,community,,,,Ravenna,Northeast,NE,Seattle,WA
Ravenna Blog,http://www.ravennablog.com/,,,,blog,"news, events, human interest, criminal activity, food, shopping",,,,,,community,,,,Ravenna,Northeast,NE,Seattle,WA
Ravenna-Bryant Community Association,http://www.facebook.com/pages/Ravenna-Bryant-Community-Association/153638664651035,,,,facebook page,community association,,,,,,community,,,,Ravenna,Northeast,NE,Seattle,WA
Ravenna-Bryant Community Association,http://www.ravennabryant.org/,,,,website,community association,,,,,,community ,,,,Ravenna,Northeast,NE,Seattle,WA
Roosevelt Neighborhood Association,http://rooseveltseattle.org/default.aspx,,,,website,neighborhood association,,,,,,community,,,,Roosevelt,Northeast,NE,Seattle,WA
Roosevelt Neighborhood Association,http://www.facebook.com/group.php?gid=178766520060,,,,facebook page,neighborhood association,,,,,,community,,,,Roosevelt,Northeast,NE,Seattle,WA
Roosevelt Neighbors' Alliance,http://www.rooseveltneighborsalliance.org/main/Roosevelt_Neighbors_Alliance.html,,,,website,neighborhood association,,,,,,community,,,,Roosevelt,Northeast,NE,Seattle,WA
Roosevelt Seattle,http://twitter.com/roosieseattle,,,,twitter,"news, events",,,,,,community,,,,Roosevelt,Northeast,NE,Seattle,WA
Sustainable Northeast Seattle,http://sustainableneseattle.ning.com/,,,,ning,community group,,,,,,community,,,,"Wedgwood, Laurelhurst, Ravenna, Roosevelt",Northeast,NE,Seattle,WA
The Laurelhurst Blog,http://thelaurelhurstblog.blogspot.com/,,,,blog,"news, events",,,,,,community,,,,Laurelhurst,Northeast,NE,Seattle,WA
The Wedgwood Blog,http://wedgwoodblog.spaces.live.com/default.aspx,,,,blog,"news, events",,,,,,commercial,,,,Wedgwood,Northeast,NE,Seattle,WA
Thornton Creek Alliance,http://www.scn.org/tca/,,,,website,community group,,,,,,,,,,Thornton Creek,Northeast,NE,Seattle,WA
U District Daily,http://www.udistrictdaily.com/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,University District,Northeast,NE,Seattle,WA
University District Business Improvement Area,http://www.udistrictchamber.org/UDBIA/index.html,,,,website,business association,,,,,,community,,,,University District,Northeast,NE,Seattle,WA
University District Food Bank,http://www.facebook.com/pages/Seattle-WA/University-District-Food-Bank/47523824407,,,,facebook page,food bank,,,,,,community,,,,University District,Northeast,NE,Seattle,WA
University District Food Bank,http://www.udistrictfoodbank.org/,,,,website,food bank,,,,,,community,,,,University District,Northeast,NE,Seattle,WA
University District Seattle,http://www.udistrictchamber.org/GUCC/GUCC.html,,,,website,chamber of commerce,,,,,,community,,,,University District,Northeast,NE,Seattle,WA
University District Service Fund,http://www.udistrictchamber.org/udistrictservicefund/index.html,,,,website,nonprofit,,,,,,community,,,,University District,Northeast,NE,Seattle,WA
Wedgwood Block Watch,http://www.wedgwoodcc.org/wwbw/,,,,website,block watch,,,,,,community,,,,Wedgwood,Northeast,NE,Seattle,WA
Wedgwood Community Council,http://www.wedgwoodcc.org/,,,,website,community council,,,,,,community,,,,Wedgwood,Northeast,NE,Seattle,WA
Wedgwood Community Council,http://www.facebook.com/pages/Wedgwood-Community-Council/146730522040662,,,,facebook page,community council,,,,,,community,,,,Wedgwood,Northeast,NE,Seattle,WA
Wedgwood View,http://twitter.com/wedgwoodview,,,,twitter,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wedgwood,Northeast,NE,Seattle,WA
Wedgwood View,http://www.facebook.com/pages/Wedgwood-View/331236446338,,,,facebook page,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wedgwood,Northeast,NE,Seattle,WA
Wedgwood View,http://www.wedgwoodview.com/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wedgwood,Northeast,NE,Seattle,WA
Blue Ridge Club,http://www.blueridgeseattle.com/index.php,,,,website,homeowners club,,,,,,community,,,,Blue Ridge,Northwest,,Seattle,WA
Broadview Community Council,http://groups.google.com/group/broadview-community-council,,,,email list,community council,,,,,,community,,,,Broadview,Northwest,SW,Seattle,WA
Broadview Community Council,http://www.broadviewseattle.org/,,,,blog,community council,,,,,,community,,,,Broadview,Northwest,NW,Seattle,WA
Friends of Green Lake,http://www.friendsofgreenlake.org/,,,,website,neighborhood group,,,,,,community,,,,Green Lake,Northwest,NW,Seattle,WA
Greater Greenwood Bi-Ped Safety Coalition,http://bipedsafety.org/,,,,website,community group,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Greenlake Community Council,http://www.greenlakecommunitycouncil.org/,,,,website,community council,,,,,,community,,,,Green Lake,Northwest,NW,Seattle,WA
Greenlake Community Wiki,http://greenlake.wetpaint.com/,,,,wiki,"events, for sale, services",,,,,,community,,,,Green Lake,Northwest,NW,Seattle,WA
Greenwood Aurora Involved Neighbors,http://www.gainseattle.com/,,,,website,neighborhood association,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Greenwood Blog,http://www.greenwoodblog.com/,,,,blog,"news, events",,,,,,commercial,,,,Greenwood,Northwest,NW,Seattle,WA
Greenwood Community Council,http://www.greenwoodcommunitycouncil.org/about/,,,,website,community council,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Greenwood Community Council Announcements,http://groups.yahoo.com/group/Greenwood_News/,,,,email list,community council,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Greenwood Community Council Discussion,http://groups.yahoo.com/group/greenwood-discussion/,,,,email list,community council,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Greenwood Phinney Chamber of Commerce,http://www.greenwood-phinney.com/,,,,website,chamber of commerce,,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
KOMO Communities - Ballard,http://ballard.komonews.com/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Ballard,Northwest,NW,Seattle,WA
KOMO Communities - Green Lake,http://greenlake.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Green Lake,Northwest,NW,Seattle,WA
KOMO Communities - Greenwood-Phinney,http://greenwood-phinney.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Greenwood-Phinney,Northwest,NW,Seattle,WA
KOMO Communities - Wallingford,http://wallingford.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wallingford,Northwest,NW,Seattle,WA
Licton Springs Neighborhood ,http://www.lictonsprings.org/,,,,website,neighborhood council,,,,,,community,,,,Licton Springs,Northwest,NW,Seattle,WA
My Greenlake Blog,http://www.mygreenlake.com/,,,,blog,"news, events, food",,,,,,commercial,,,,Green Lake,Northwest,NW,Seattle,WA
MyWallingford,http://mywallingford.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wallingford,Northwest,NW,Seattle,WA
MyWallingford,http://twitter.com/mywallingford,,,,twitter,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wallingford,Northwest,NW,Seattle,WA
MyWallingford,http://www.facebook.com/MyWallingford?ref=ts,,,,facebook page,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Wallingford,Northwest,NW,Seattle,WA
Northwest District Council,http://www.nwdistrictcouncil.org/,,,,website,district council,,,,,,community,,,,Northwest,Northwest,NW,Seattle,WA
Phinney Neighborhood Association,http://phinneycenter.blogspot.com/,,,,blog,association news and events,,,,,,community,,,,Phinney Ridge,Northwest,NW,Seattle,WA
Phinney Neighborhood Association,http://www.facebook.com/group.php?gid=42314991794,,,,facebook page,neighborhood association,,,,,,community,,,,Phinney Ridge,Northwest,NW,Seattle,WA
Phinney Neighborhood Association,http://www.phinneycenter.org/,,,,website,neighborhood association,,,,,,community,,,,Phinney Ridge,Northwest,NW,Seattle,WA
Phinney Ridge Ecovillage,http://www.phinneyecovillage.net/,,,,website,community group,,,,,,community,,,,Phinney Ridge,Northwest,NW,Seattle,WA
PhinneyWood,http://www.phinneywood.com/,,,,blog,"news, events, food, shopping",,,,,,commercial,,,,Phinney Ridge,Northwest,NW,Seattle,WA
Solid Ground,http://www.facebook.com/pages/Solid-Ground/20665239656,,,,facebook page,nonprofit,,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Solid Ground,http://www.solid-ground.org/Pages/Default.aspx,,,,website,nonprofit,,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Sustainable Greenwood/Phinney,http://web.me.com/annecann1/iWeb/Site/Home.html,,,,website,susainability,,,,,,community,,,,Phinney Ridge,Northwest,NW,Seattle,WA
Vision Greenwood Park Seattle,http://www.facebook.com/pages/Vision-Greenwood-Park-Seattle/165995713450762,,,,facebook page,"park issues, events, neighborhood-issues, neighborhood-planning",,,,,,community,,,,Greenwood,Northwest,NW,Seattle,WA
Wallingford Chamber of Commerce,http://wallingfordchamber.org/,,,,website,chamber of commerce,,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Wallingford Community Council,http://council.iactivesite.com/,,,,website,community council,,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Wallingford Seattle Blog,http://twitter.com/wallingford,,,,twitter,"news, events, advice",,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Wallingford Seattle Blog,http://wallingfordseattle.tumblr.com/,,,,blog,"news, events, advice",,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Wallingford.org,http://www.wallingford.org/,,,,website,neighborhood group,,,,,,community,,,,Wallingford,Northwest,NW,Seattle,WA
Wallyhood - Wallingford Seattle Blog,http://twitter.com/wallyhood,,,,twitter,"news, events",,,,,,commercial,,,,Wallingford,Northwest,NW ,Seattle,WA
Wallyhood - Wallingford Seattle Blog,http://www.wallyhood.org/,,,,blog,"news, events",,,,,,commercial,,,,Wallingford,Northwest,NW,Seattle,WA
Bike Works!,http://www.bikeworks.org/,,,,website,community group,,,,,,,,,,Columbia City,Southeast,SE,Seattle,WA
Columbia Citizens,http://columbiacitizens.net/,,,,wiki,"neighborhood community site; buying/selling, restaurants, favorite places, etc.",,,,,,community,,,,Columbia City,Southeast,SE,Seattle,WA
Columbia Citizens,http://twitter.com/CCitizens,,,,twitter,twitter for Columbia Citizens,,,,,,community,,,,Columbia City,Southeast,SE,Seattle,WA
Columbia Citizens,http://www.facebook.com/pages/Columbia-Citizens/48558627705,,,,facebook page,"neighborhood community site; buying/selling, restaurants, favorite places, etc.",,,,,,community,,,,Columbia City,Southeast,SE,Seattle,WA
Columbia City Blog,http://www.columbiacityblog.com/,,,,blog,"news, events, food, shopping",,,,,,commercial,,,,Columbia City,Southeast,SE,Seattle,WA
"Columbia City, Seattle",http://www.columbiacityseattle.com/,,,,website,business association,,,,,,community,,,,Columbia City,Southeast,SE,Seattle,WA
Columbia City: Rainier Valley,http://www.rainiervalley.org/,,,,website,portal,,,,,,community,,,,Rainier Valley,Southeast,SE,Seattle,WA
Friends of Seward Park,http://www.sewardpark.org/,,,,website,park issues,,,,,,community,,,,Seward Park,Southeast,SE,Seattle,WA
Hillman City Neighborhood Alliance,http://www.hillmancity.org/,,,,website,neighborhood alliance,,,,,,,,,,Hillman City,Southeast,SE,Seattle,WA
KOMO Communities - Columbia City,http://columbiacity.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,Columbia City,Southeast,SE,Seattle,WA
KOMO Communities - Rainier Valley,http://rainiervalley.komonews.com,,,,blog,"news, events, human interest, criminal activity, food, shopping",,,,,,commercial,,,,Rainier Valley,Southeast,SE,Seattle,WA
MLK Business Association,http://www.mlkba.org/,,,,website,business association,,,,,,community,,,,Rainier Valley,Southeast,SE,Seattle,WA
Mount Baker Community Club,http://groups.yahoo.com/group/MBCCCommunityNotices/,,,,email list,community club,,,,,,,,,,Mount Baker,Southeast,SE,Seattle,WA
Mount Baker Neighborhood ,http://www.mountbaker.org/index.php,,,,website,community group,,,,,,community,,,,Mount Baker,Southeast,SE,Seattle,WA
New Holly Neighborhood Campus,http://www.newholly.org/,,,,website,services portal,,,,,,community,,,,Rainier Valley,Southeast,SE,Seattle,WA
New Rainier Vista,http://newrainiervista.com/public/about/,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,community,,,,Rainier Beach,Southeast,SE,Seattle,WA
Othello Neighborhood Association,http://othello.talkspot.com/,,,,website,neighborhood association,,,,,,community,,,,Othello,Southeast,SE,Seattle,WA
Rainier Beach Community Empowerment Coalition,http://twitter.com/rainierbeach,,,,twitter,"news, events, issues",,,,,,community,,,,Rainier Beach,Southeast,SE,Seattle,WA
Rainier Beach Community Empowerment Coalition,http://www.rbcoalition.org/,,,,blog,"news, events, issues",,,,,,community,,,,Rainier Beach,Southeast,SE,Seattle,WA
Rainier Valley Historical Society,http://www.rainiervalleyhistory.org/,,,,website,historical society,,,,,,community,,,,Rainier Valley,Southeast,SE,Seattle,WA
Rainier Valley Post,http://www.rainiervalleypost.com/,,,,blog,"news, events, 911 blotter, food, reviews",,,,,,commercial,,,,Rainier Valley,Southeast,SE,Seattle,WA
Seattle's Othello Neighborhood,http://othelloneighborhood.org/default.aspx,,,,website,shared community group website,,,,,,community,,,,Othello,Southeast,SE,Seattle,WA
Southeast District Council,http://sedcseattle.wordpress.com/,,,,blog,district council,,,,,,community,,,,"Rainier Valley, Columbia City, Hillman City, Othello, Rainier Beach, Mount Baker",Southeast,SE,Seattle,WA
Southend Seattle,http://southendseattle.com,,,,blog,"news, events, human interest",,,,,,community,,,,"Beacon Hill, Mount Baker, Genesee, Georgetown, Columbia City, Hillman City, Lakewood-Seward Park, Rainier Beach, Bryn Mawr- Skyway, Lakeridge, South Park, Allentown","Southeast, Greater Duwamish","SE, SW",Seattle,WA
Admiral Neighborhood Association,http://groups.yahoo.com/group/AdmiralNeighborhood/,,,,email list,neighborhood association,,,,,,community,,,,Admiral (West Seattle),Southwest,SW,Seattle,WA
Alki News,http://groups.yahoo.com/group/alkibeachcommunity/,,,,email list,members of the Alki Community Council and residents of the Alki Beach neighborhood,,,,,,community,,,,Alki,Southwest,SW,Seattle,WA
Alki News/Alki Community Council,http://alkinews.wordpress.com/,,,,blog,"news, council meetings",,,,,,community,,,,Alki,Southwest,SW,Seattle,WA
ArtsWest,http://www.artswest.org/?q=node/28,,,,website,arts,,,,,,community,,,,West Seattle,Southwest,SW,Seattle,WA
Beach Drive Blog,http://www.mortgageporter.com/beach_drive/,,,,blog,"news, home sales, crime",,,,,,commercial,,,,Alki,Southwest,SW,Seattle,WA
Fauntleroy Community Association,http://fauntleroy.net/,,,,website,community association,,,,,,community,,,,Fauntleroy,Southwest,SW,Seattle,WA
Fauntleroy Community Association,http://www.facebook.com/pages/Seattle-WA/Fauntleroy-Community-Association/63181596775?v=wall&viewas=1779772562&ref=ts,,,,facebook page,community assocation,,,,,,community,,,,Fauntleroy,Southwest,SW,Seattle,WA
Genesee-Schmitz Neighborhood Council,http://genesee-schmitz.org/,,,,blog,neighborhood council,,,,,,community,,,,Genesee-Schmitz,Southwest,SW,Seattle,WA
Junction Neighborhood Organization,http://www.wsjuno.com/,,,,blog,"events, meetings",,,,,,community,,,,Junction,Southwest,W,Seattle,WA
KOMO Communities - West Seattle,http://westseattle.komonews.com,,,,blog,"news, events, human interest, criminal activity, shopping",,,,,,commercial,,,,West Seattle,Southwest,SW,Seattle,WA
Morgan Junction Community Association,http://morganjunction.org/,,,,website,community association,,,,,,community,,,,Morgan Junction,Southwest,SW,Seattle,WA
Official Website of the High Point Neighborhood,http://www.highpointneighborhood.org/,,,,website,neighborhood association,,,,,,community,,,,High Point,Southwest,SW,Seattle,WA
Senior Center West Seattle,http://www.sc-ws.org/julaug09/,,,,website,senior center,,,,,,community,,,,West Seattle,Southwest,SW,Seattle,WA
Senior Services,http://www.seniorservices.org/,,,,website,senior sevices,,,,,,community,,,,West Seattle,Southwest,SW,Seattle,WA
The Junction: Downtown West Seattle,http://www.wsjunction.com/,,,,website,neighborhood association,,,,,,community,,,,Junction,Southwest,W,Seattle,WA
West Seattle Chamber of Commerce,http://www.wschamber.com/,,,,website,chamber of commerce,,,,,,community,,,,West Seattle,Southwest,SW,Seattle,WA
White Center Technology Programs,http://technology.program.googlepages.com/,,,,website,tech resources,,,,,,community,,,,White Center,Southwest,SW,Seattle,WA
Sustainable West Seattle,http://www.sustainablewestseattle.org/,,,,blog,"events, issues, food, neighborhood planning",,,,,,community,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Blog,http://twitter.com/westseattleblog,,,,twitter,"news, events, human interest",,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Blog,http://westseattleblog.com/,,,,blog,"news, events, human interest",,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Blog,http://www.facebook.com/westseattleblog,,,,facebook page,profile page for West Seattle Blog,,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Herald,http://twitter.com/westseattleher,,,,twitter,online newspaper,,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Herald,http://www.facebook.com/wsherald,,,,facebook page,online newspaper,,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA
West Seattle Herald,http://www.westseattleherald.com/,,,,website,online newspaper,,,,,,commercial,,,,West Seattle,"Southwest, Delridge",SW,Seattle,WA